"rgn_id","product","year","tonnes"
2,"fish_oil",2001,493.825442122718
4,"fish_oil",2001,329.449943750529
3,"fish_oil",2001,187.934095761086
1,"fish_oil",2001,734.290518365667
2,"fish_oil",2002,235.242540890885
4,"fish_oil",2002,156.93934587715
3,"fish_oil",2002,89.5257522918035
1,"fish_oil",2002,349.792360940161
2,"fish_oil",2003,311.558446369317
4,"fish_oil",2003,207.852621343609
3,"fish_oil",2003,118.569133747864
1,"fish_oil",2003,463.26979853921
2,"fish_oil",2004,336.313374003656
4,"fish_oil",2004,224.367585582035
3,"fish_oil",2004,127.990063784584
1,"fish_oil",2004,500.078976629726
2,"fish_oil",2005,505.84926411654
4,"fish_oil",2005,337.471497809193
3,"fish_oil",2005,192.509976064636
1,"fish_oil",2005,752.169262009632
2,"fish_oil",2006,588.813635873908
4,"fish_oil",2006,392.820220813972
3,"fish_oil",2006,224.083550159129
1,"fish_oil",2006,875.53259315299
2,"fish_oil",2007,633.231048886379
4,"fish_oil",2007,422.452785218918
3,"fish_oil",2007,240.987390339301
1,"fish_oil",2007,941.578775555402
2,"fish_oil",2008,850.013486598514
4,"fish_oil",2008,567.076686335414
3,"fish_oil",2008,323.487820518008
1,"fish_oil",2008,1263.92200654806
2,"fish_oil",2009,857.298508159477
4,"fish_oil",2009,571.936804382722
3,"fish_oil",2009,326.2602656431
1,"fish_oil",2009,1274.7544218147
2,"fish_oil",2010,895.892619147489
4,"fish_oil",2010,597.684420057296
3,"fish_oil",2010,340.947944186063
1,"fish_oil",2010,1332.14168327582
2,"fish_oil",2011,1101.94792155141
4,"fish_oil",2011,735.151836670473
3,"fish_oil",2011,419.365971348857
1,"fish_oil",2011,1638.53427042926
2,"seaweeds",1998,567.618702594602
4,"seaweeds",1998,378.680265718406
3,"seaweeds",1998,216.017439584832
1,"seaweeds",1998,844.016925435489
2,"seaweeds",1999,566.746386097012
4,"seaweeds",1999,378.098309835719
3,"seaweeds",1999,215.685463954967
1,"seaweeds",1999,842.719840112301
2,"seaweeds",2000,437.950034033783
4,"seaweeds",2000,292.173310183798
3,"seaweeds",2000,166.66971082106
1,"seaweeds",2000,651.206944961359
2,"seaweeds",2001,448.983658922231
4,"seaweeds",2001,299.534265672925
3,"seaweeds",2001,170.868753923141
1,"seaweeds",2001,667.613321481703
2,"seaweeds",2002,376.345628406615
4,"seaweeds",2002,251.074642036174
3,"seaweeds",2002,143.225053501108
1,"seaweeds",2002,559.604676056103
2,"seaweeds",2003,270.182353037637
4,"seaweeds",2003,180.249038259384
3,"seaweeds",2003,102.82272211506
1,"seaweeds",2003,401.745886587919
2,"seaweeds",2004,226.260038577854
4,"seaweeds",2004,150.946773139207
3,"seaweeds",2004,86.1073005356222
1,"seaweeds",2004,336.435887747317
2,"seaweeds",2005,174.840517463099
4,"seaweeds",2005,116.642833135392
3,"seaweeds",2005,66.5386830022063
1,"seaweeds",2005,259.977966399302
2,"seaweeds",2006,158.714450318445
4,"seaweeds",2006,105.884513574361
3,"seaweeds",2006,60.4016200068572
1,"seaweeds",2006,235.999416100337
2,"seaweeds",2007,174.133233816404
4,"seaweeds",2007,116.170977014294
3,"seaweeds",2007,66.2695135725857
1,"seaweeds",2007,258.926275596716
2,"seaweeds",2008,206.597553199722
4,"seaweeds",2008,137.829172972686
3,"seaweeds",2008,78.6243903921702
1,"seaweeds",2008,307.198883435421
2,"seaweeds",2009,221.026139592308
4,"seaweeds",2009,147.455037843083
3,"seaweeds",2009,84.1154467564299
1,"seaweeds",2009,328.653375808179
2,"seaweeds",2010,234.063734813059
4,"seaweeds",2010,156.152919008653
3,"seaweeds",2010,89.0771365757692
1,"seaweeds",2010,348.039542935851
2,"seaweeds",2011,250.519867659506
4,"seaweeds",2011,167.131438092864
3,"seaweeds",2011,95.3398119716079
1,"seaweeds",2011,372.508882276023
2,"shells",1994,15.4659357410724
4,"shells",1994,10.3179205146733
3,"shells",1994,5.88583819436993
1,"shells",1994,22.996972216551
2,"shells",1995,20.6526824835053
4,"shells",1995,13.7781987360577
3,"shells",1995,7.85974734492081
1,"shells",1995,30.7093714355163
2,"shells",1996,11.4579950764652
4,"shells",1996,7.64406916178541
3,"shells",1996,4.36054475985333
1,"shells",1996,17.037391001896
2,"shells",1997,17.6113628027151
4,"shells",1997,11.7492174153368
3,"shells",1997,6.70231879755234
1,"shells",1997,26.1871009843957
2,"shells",1998,21.925793047557
4,"shells",1998,14.6275397540338
3,"shells",1998,8.34425231823785
1,"shells",1998,32.6024148801714
2,"shells",1999,17.1162642500283
4,"shells",1999,11.4189181305683
3,"shells",1999,6.51390019681793
1,"shells",1999,25.4509174225854
2,"shells",2000,24.4720141756603
4,"shells",2000,16.3262217899861
3,"shells",2000,9.31326226487192
1,"shells",2000,36.3885017694816
2,"shells",2001,23.4110887056173
4,"shells",2001,15.6184376083393
3,"shells",2001,8.90950812044106
1,"shells",2001,34.8109655656024
2,"shells",2002,23.3403603409477
4,"shells",2002,15.5712519962295
3,"shells",2002,8.882591177479
1,"shells",2002,34.7057964853437
2,"shells",2003,22.7038050589219
4,"shells",2003,15.1465814872415
3,"shells",2003,8.64033869082048
1,"shells",2003,33.7592747630162
2,"shells",2004,19.9453988368099
4,"shells",2004,13.3063426149598
3,"shells",2004,7.59057791530024
1,"shells",2004,29.6576806329301
2,"shells",2005,20.4404973894966
4,"shells",2005,13.6366418997283
3,"shells",2005,7.77899651603464
1,"shells",2005,30.3938641947404
2,"shells",2006,19.8746704721403
4,"shells",2006,13.25915700285
3,"shells",2006,7.56366097233818
1,"shells",2006,29.5525115526715
2,"shells",2007,19.0966584607754
4,"shells",2007,12.7401152696423
3,"shells",2007,7.26757459975554
1,"shells",2007,28.3956516698267
2,"shells",2008,13.5798460165514
4,"shells",2008,9.059637525079
3,"shells",2008,5.16805304871505
1,"shells",2008,20.1924634096545
2,"shells",2009,13.79203111056
4,"shells",2009,9.20119436140836
3,"shells",2009,5.24880387760123
1,"shells",2009,20.5079706504304
2,"shells",2010,13.4855415303254
4,"shells",2010,8.99672337559929
3,"shells",2010,5.13216379143231
1,"shells",2010,20.0522379693097
2,"shells",2011,14.5700431219249
4,"shells",2011,9.72023609461601
3,"shells",2011,5.54489025018386
1,"shells",2011,21.6648305332752
2,"sponges",1997,0.282913458678154
4,"sponges",1997,0.188742448439146
3,"sponges",1997,0.10766777184823
1,"sponges",1997,0.42067632103447
2,"sponges",1998,0.424370188017231
4,"sponges",1998,0.283113672658719
3,"sponges",1998,0.161501657772345
1,"sponges",1998,0.631014481551704
2,"sponges",1999,1.41456729339077
4,"sponges",1999,0.943712242195729
3,"sponges",1999,0.538338859241151
1,"sponges",1999,2.10338160517235
2,"sponges",2000,1.90966584607754
4,"sponges",2000,1.27401152696423
3,"sponges",2000,0.726757459975554
1,"sponges",2000,2.83956516698267
2,"sponges",2001,1.98039421074708
4,"sponges",2001,1.32119713907402
3,"sponges",2001,0.753674402937612
1,"sponges",2001,2.94473424724129
2,"sponges",2002,6.64846627893662
4,"sponges",2002,4.43544753831993
3,"sponges",2002,2.53019263843341
1,"sponges",2002,9.88589354431004
2,"sponges",2003,8.84104558369232
4,"sponges",2003,5.89820151372331
3,"sponges",2003,3.3646178702572
1,"sponges",2003,13.1461350323272
2,"sponges",2004,8.41667539567509
4,"sponges",2004,5.61508784106459
3,"sponges",2004,3.20311621248485
1,"sponges",2004,12.5151205507755
2,"sponges",2005,8.27521866633601
4,"sponges",2005,5.52071661684502
3,"sponges",2005,3.14928232656074
1,"sponges",2005,12.3047823902582
2,"sponges",2006,3.39496150413785
4,"sponges",2006,2.26490938126975
3,"sponges",2006,1.29201326217876
1,"sponges",2006,5.04811585241364
2,"sponges",2007,0.141456729339077
4,"sponges",2007,0.0943712242195729
3,"sponges",2007,0.0538338859241151
1,"sponges",2007,0.210338160517235
2,"sponges",2008,0
4,"sponges",2008,0
3,"sponges",2008,0
1,"sponges",2008,0
2,"sponges",2009,0
4,"sponges",2009,0
3,"sponges",2009,0
1,"sponges",2009,0
2,"sponges",2010,0
4,"sponges",2010,0
3,"sponges",2010,0
1,"sponges",2010,0
2,"sponges",2011,0
4,"sponges",2011,0
3,"sponges",2011,0
1,"sponges",2011,0
