"rgn_id","product","year","tonnes_rel"
2,"corals",1994,0.227559023121622
4,"corals",1994,0.227559023121622
3,"corals",1994,0.227559023121622
1,"corals",1994,0.227559023121622
2,"corals",1995,0.699743996098988
4,"corals",1995,0.699743996098988
3,"corals",1995,0.699743996098988
1,"corals",1995,0.699743996098988
2,"corals",1996,1
4,"corals",1996,1
3,"corals",1996,1
1,"corals",1996,1
2,"corals",1997,1
4,"corals",1997,1
3,"corals",1997,1
1,"corals",1997,1
2,"corals",1998,1
4,"corals",1998,1
3,"corals",1998,1
1,"corals",1998,1
2,"corals",1999,1
4,"corals",1999,1
3,"corals",1999,1
1,"corals",1999,1
2,"corals",2000,0.419358771181275
4,"corals",2000,0.419358771181275
3,"corals",2000,0.419358771181275
1,"corals",2000,0.419358771181275
2,"corals",2001,0.358405461416555
4,"corals",2001,0.358405461416555
3,"corals",2001,0.358405461416555
1,"corals",2001,0.358405461416555
2,"corals",2002,0.353529196635377
4,"corals",2002,0.353529196635377
3,"corals",2002,0.353529196635377
1,"corals",2002,0.353529196635377
2,"corals",2003,0.45105449225893
4,"corals",2003,0.45105449225893
3,"corals",2003,0.45105449225893
1,"corals",2003,0.45105449225893
2,"corals",2004,0.504693404851883
4,"corals",2004,0.504693404851883
3,"corals",2004,0.504693404851883
1,"corals",2004,0.504693404851883
2,"corals",2005,0.431549433134219
4,"corals",2005,0.431549433134219
3,"corals",2005,0.431549433134219
1,"corals",2005,0.431549433134219
2,"corals",2006,0.312080945995368
4,"corals",2006,0.312080945995368
3,"corals",2006,0.312080945995368
1,"corals",2006,0.312080945995368
2,"corals",2007,0.207241253200049
4,"corals",2007,0.207241253200049
3,"corals",2007,0.207241253200049
1,"corals",2007,0.207241253200049
2,"corals",2008,0.129221016701207
4,"corals",2008,0.129221016701207
3,"corals",2008,0.129221016701207
1,"corals",2008,0.129221016701207
2,"corals",2009,0.10240156040473
4,"corals",2009,0.10240156040473
3,"corals",2009,0.10240156040473
1,"corals",2009,0.10240156040473
2,"corals",2010,0.0910236092486489
4,"corals",2010,0.0910236092486489
3,"corals",2010,0.0910236092486489
1,"corals",2010,0.0910236092486489
2,"corals",2011,0.0975252956235523
4,"corals",2011,0.0975252956235523
3,"corals",2011,0.0975252956235523
1,"corals",2011,0.0975252956235523
2,"fish_oil",1976,1
4,"fish_oil",1976,1
3,"fish_oil",1976,1
1,"fish_oil",1976,1
2,"fish_oil",1977,1
4,"fish_oil",1977,1
3,"fish_oil",1977,1
1,"fish_oil",1977,1
2,"fish_oil",1978,1
4,"fish_oil",1978,1
3,"fish_oil",1978,1
1,"fish_oil",1978,1
2,"fish_oil",1979,1
4,"fish_oil",1979,1
3,"fish_oil",1979,1
1,"fish_oil",1979,1
2,"fish_oil",1980,1
4,"fish_oil",1980,1
3,"fish_oil",1980,1
1,"fish_oil",1980,1
2,"fish_oil",1981,0.860759493670886
4,"fish_oil",1981,0.860759493670886
3,"fish_oil",1981,0.860759493670886
1,"fish_oil",1981,0.860759493670886
2,"fish_oil",1982,0.899707887049659
4,"fish_oil",1982,0.899707887049659
3,"fish_oil",1982,0.899707887049659
1,"fish_oil",1982,0.899707887049659
2,"fish_oil",1983,0.533476144109056
4,"fish_oil",1983,0.533476144109056
3,"fish_oil",1983,0.533476144109056
1,"fish_oil",1983,0.533476144109056
2,"fish_oil",1984,0.457682570593963
4,"fish_oil",1984,0.457682570593963
3,"fish_oil",1984,0.457682570593963
1,"fish_oil",1984,0.457682570593963
2,"fish_oil",1985,1
4,"fish_oil",1985,1
3,"fish_oil",1985,1
1,"fish_oil",1985,1
2,"fish_oil",1986,1
4,"fish_oil",1986,1
3,"fish_oil",1986,1
1,"fish_oil",1986,1
2,"fish_oil",1987,1
4,"fish_oil",1987,1
3,"fish_oil",1987,1
1,"fish_oil",1987,1
2,"fish_oil",1988,1
4,"fish_oil",1988,1
3,"fish_oil",1988,1
1,"fish_oil",1988,1
2,"fish_oil",1989,0.265589094449854
4,"fish_oil",1989,0.265589094449854
3,"fish_oil",1989,0.265589094449854
1,"fish_oil",1989,0.265589094449854
2,"fish_oil",1990,0.0330282375851996
4,"fish_oil",1990,0.0330282375851996
3,"fish_oil",1990,0.0330282375851996
1,"fish_oil",1990,0.0330282375851996
2,"fish_oil",1991,0.053554040895813
4,"fish_oil",1991,0.053554040895813
3,"fish_oil",1991,0.053554040895813
1,"fish_oil",1991,0.053554040895813
2,"fish_oil",1992,0.0571372930866602
4,"fish_oil",1992,0.0571372930866602
3,"fish_oil",1992,0.0571372930866602
1,"fish_oil",1992,0.0571372930866602
2,"fish_oil",1993,0.0616942551119766
4,"fish_oil",1993,0.0616942551119766
3,"fish_oil",1993,0.0616942551119766
1,"fish_oil",1993,0.0616942551119766
2,"fish_oil",1994,0.0528140214216164
4,"fish_oil",1994,0.0528140214216164
3,"fish_oil",1994,0.0528140214216164
1,"fish_oil",1994,0.0528140214216164
2,"fish_oil",1995,0.0414021421616358
4,"fish_oil",1995,0.0414021421616358
3,"fish_oil",1995,0.0414021421616358
1,"fish_oil",1995,0.0414021421616358
2,"fish_oil",1996,0.125024342745862
4,"fish_oil",1996,0.125024342745862
3,"fish_oil",1996,0.125024342745862
1,"fish_oil",1996,0.125024342745862
2,"fish_oil",1997,0.113612463485881
4,"fish_oil",1997,0.113612463485881
3,"fish_oil",1997,0.113612463485881
1,"fish_oil",1997,0.113612463485881
2,"fish_oil",1998,0.298656280428432
4,"fish_oil",1998,0.298656280428432
3,"fish_oil",1998,0.298656280428432
1,"fish_oil",1998,0.298656280428432
2,"fish_oil",1999,0.288062317429406
4,"fish_oil",1999,0.288062317429406
3,"fish_oil",1999,0.288062317429406
1,"fish_oil",1999,0.288062317429406
2,"fish_oil",2000,0.2330282375852
4,"fish_oil",2000,0.2330282375852
3,"fish_oil",2000,0.2330282375852
1,"fish_oil",2000,0.2330282375852
