"rgn_id","product","year","usd_rel"
3,"fish_oil",2003,0.210545862919699
1,"fish_oil",2003,0.210545862919699
2,"fish_oil",2004,0.23406757629082
4,"fish_oil",2004,0.23406757629082
3,"fish_oil",2004,0.23406757629082
1,"fish_oil",2004,0.23406757629082
2,"fish_oil",2005,0.34866960835463
4,"fish_oil",2005,0.34866960835463
3,"fish_oil",2005,0.34866960835463
1,"fish_oil",2005,0.34866960835463
2,"fish_oil",2006,0.424363543112825
4,"fish_oil",2006,0.424363543112825
3,"fish_oil",2006,0.424363543112825
1,"fish_oil",2006,0.424363543112825
2,"fish_oil",2007,0.49218743091602
4,"fish_oil",2007,0.49218743091602
3,"fish_oil",2007,0.49218743091602
1,"fish_oil",2007,0.49218743091602
2,"fish_oil",2008,0.806547171646608
4,"fish_oil",2008,0.806547171646608
3,"fish_oil",2008,0.806547171646608
1,"fish_oil",2008,0.806547171646608
2,"fish_oil",2009,1
4,"fish_oil",2009,1
3,"fish_oil",2009,1
1,"fish_oil",2009,1
2,"fish_oil",2010,1
4,"fish_oil",2010,1
3,"fish_oil",2010,1
1,"fish_oil",2010,1
2,"fish_oil",2011,1
4,"fish_oil",2011,1
3,"fish_oil",2011,1
1,"fish_oil",2011,1
2,"seaweeds",1998,1
4,"seaweeds",1998,1
3,"seaweeds",1998,1
1,"seaweeds",1998,1
2,"seaweeds",1999,1
4,"seaweeds",1999,1
3,"seaweeds",1999,1
1,"seaweeds",1999,1
2,"seaweeds",2000,1
4,"seaweeds",2000,1
3,"seaweeds",2000,1
1,"seaweeds",2000,1
2,"seaweeds",2001,1
4,"seaweeds",2001,1
3,"seaweeds",2001,1
1,"seaweeds",2001,1
2,"seaweeds",2002,0.917547011989219
4,"seaweeds",2002,0.917547011989219
3,"seaweeds",2002,0.917547011989219
1,"seaweeds",2002,0.917547011989219
2,"seaweeds",2003,0.778369837975154
4,"seaweeds",2003,0.778369837975154
3,"seaweeds",2003,0.778369837975154
1,"seaweeds",2003,0.778369837975154
2,"seaweeds",2004,0.696815266891787
4,"seaweeds",2004,0.696815266891787
3,"seaweeds",2004,0.696815266891787
1,"seaweeds",2004,0.696815266891787
2,"seaweeds",2005,0.664983425756684
4,"seaweeds",2005,0.664983425756684
3,"seaweeds",2005,0.664983425756684
1,"seaweeds",2005,0.664983425756684
2,"seaweeds",2006,0.618745933888906
4,"seaweeds",2006,0.618745933888906
3,"seaweeds",2006,0.618745933888906
1,"seaweeds",2006,0.618745933888906
2,"seaweeds",2007,0.724000123919576
4,"seaweeds",2007,0.724000123919576
3,"seaweeds",2007,0.724000123919576
1,"seaweeds",2007,0.724000123919576
2,"seaweeds",2008,0.939852535704328
4,"seaweeds",2008,0.939852535704328
3,"seaweeds",2008,0.939852535704328
1,"seaweeds",2008,0.939852535704328
2,"seaweeds",2009,1
4,"seaweeds",2009,1
3,"seaweeds",2009,1
1,"seaweeds",2009,1
2,"seaweeds",2010,1
4,"seaweeds",2010,1
3,"seaweeds",2010,1
1,"seaweeds",2010,1
2,"seaweeds",2011,1
4,"seaweeds",2011,1
3,"seaweeds",2011,1
1,"seaweeds",2011,1
2,"shells",1994,0.640518901388467
4,"shells",1994,0.640518901388467
3,"shells",1994,0.640518901388467
1,"shells",1994,0.640518901388467
2,"shells",1995,0.720583764062025
4,"shells",1995,0.720583764062025
3,"shells",1995,0.720583764062025
1,"shells",1995,0.720583764062025
2,"shells",1996,0.392216479173001
4,"shells",1996,0.392216479173001
3,"shells",1996,0.392216479173001
1,"shells",1996,0.392216479173001
2,"shells",1997,0.501672240802676
4,"shells",1997,0.501672240802676
3,"shells",1997,0.501672240802676
1,"shells",1997,0.501672240802676
2,"shells",1998,0.723624201885071
4,"shells",1998,0.723624201885071
3,"shells",1998,0.723624201885071
1,"shells",1998,0.723624201885071
2,"shells",1999,0.623289753724536
4,"shells",1999,0.623289753724536
3,"shells",1999,0.623289753724536
1,"shells",1999,0.623289753724536
2,"shells",2000,0.696260261477653
4,"shells",2000,0.696260261477653
3,"shells",2000,0.696260261477653
1,"shells",2000,0.696260261477653
2,"shells",2001,0.866524779568258
4,"shells",2001,0.866524779568258
3,"shells",2001,0.866524779568258
1,"shells",2001,0.866524779568258
2,"shells",2002,0.857403466099118
4,"shells",2002,0.857403466099118
3,"shells",2002,0.857403466099118
1,"shells",2002,0.857403466099118
2,"shells",2003,1
4,"shells",2003,1
3,"shells",2003,1
1,"shells",2003,1
2,"shells",2004,1
4,"shells",2004,1
3,"shells",2004,1
1,"shells",2004,1
2,"shells",2005,1
4,"shells",2005,1
3,"shells",2005,1
1,"shells",2005,1
2,"shells",2006,1
4,"shells",2006,1
3,"shells",2006,1
1,"shells",2006,1
2,"shells",2007,1
4,"shells",2007,1
3,"shells",2007,1
1,"shells",2007,1
2,"shells",2008,1
4,"shells",2008,1
3,"shells",2008,1
1,"shells",2008,1
2,"shells",2009,1
4,"shells",2009,1
3,"shells",2009,1
1,"shells",2009,1
2,"shells",2010,1
4,"shells",2010,1
3,"shells",2010,1
1,"shells",2010,1
2,"shells",2011,1
4,"shells",2011,1
3,"shells",2011,1
1,"shells",2011,1
2,"sponges",1997,0.204371274481976
4,"sponges",1997,0.204371274481976
3,"sponges",1997,0.204371274481976
1,"sponges",1997,0.204371274481976
2,"sponges",1998,0.334941810956571
4,"sponges",1998,0.334941810956571
3,"sponges",1998,0.334941810956571
1,"sponges",1998,0.334941810956571
2,"sponges",1999,0.493897246664774
4,"sponges",1999,0.493897246664774
3,"sponges",1999,0.493897246664774
1,"sponges",1999,0.493897246664774
2,"sponges",2000,1
4,"sponges",2000,1
3,"sponges",2000,1
1,"sponges",2000,1
2,"sponges",2001,1
4,"sponges",2001,1
3,"sponges",2001,1
1,"sponges",2001,1
2,"sponges",2002,1
4,"sponges",2002,1
3,"sponges",2002,1
1,"sponges",2002,1
2,"sponges",2003,1
4,"sponges",2003,1
3,"sponges",2003,1
1,"sponges",2003,1
2,"sponges",2004,0.739899706689375
4,"sponges",2004,0.739899706689375
3,"sponges",2004,0.739899706689375
1,"sponges",2004,0.739899706689375
2,"sponges",2005,0.522282145898382
4,"sponges",2005,0.522282145898382
3,"sponges",2005,0.522282145898382
1,"sponges",2005,0.522282145898382
2,"sponges",2006,0.204371274481976
4,"sponges",2006,0.204371274481976
3,"sponges",2006,0.204371274481976
1,"sponges",2006,0.204371274481976
2,"sponges",2007,0.00946163307786924
4,"sponges",2007,0.00946163307786924
3,"sponges",2007,0.00946163307786924
1,"sponges",2007,0.00946163307786924
2,"sponges",2008,0
4,"sponges",2008,0
3,"sponges",2008,0
1,"sponges",2008,0
2,"sponges",2009,0
4,"sponges",2009,0
3,"sponges",2009,0
1,"sponges",2009,0
2,"sponges",2010,0
4,"sponges",2010,0
3,"sponges",2010,0
1,"sponges",2010,0
2,"sponges",2011,0
4,"sponges",2011,0
3,"sponges",2011,0
1,"sponges",2011,0
